id,name,city,country,league,conference,founded_year,arena,capacity,head_coach,nickname,image_url,website,description,ranking,category,titles,playoff_appearances,market_value,current_season_record,star_player,owner,general_manager,honors_json,last_updated
3066,ACS Sepsi SIC,Romania,Romania,Romania Basketball Leagues,Eastern,2006,ACS Sepsi SIC Arena,11165,TBD,SIC,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Sepsi_SIC_Logo.png/330px-Sepsi_SIC_Logo.png,https://en.wikipedia.org/wiki/ACS_Sepsi_SIC,No description available.,1542,men,6,16,€10M,22-17,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 6}",2026-05-13T20:35:23.818008+00:00
3068,Universitatea CSM Oradea,Romania,Romania,Romania Basketball Leagues,Western,1972,Universitatea CSM Oradea Arena,7812,TBD,Oradea,https://upload.wikimedia.org/wikipedia/en/b/bf/CSU_Oradea_logo.png,https://en.wikipedia.org/wiki/Universitatea_CSM_Oradea,No description available.,1951,men,9,39,€11M,29-10,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 9}",2026-05-13T20:35:31.946836+00:00
3526,Switzerland women's national 3x3 team,Switzerland,Switzerland,Switzerland Basketball Leagues,Eastern,1973,Switzerland women's national 3x3 team Arena,9812,TBD,team,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Flag_of_Switzerland.svg/330px-Flag_of_Switzerland.svg.png,https://en.wikipedia.org/wiki/Switzerland_women's_national_3x3_team,"The Switzerland women's national 3x3 team is a national basketball team of Switzerland, governed by the Fédération Suisse de Basketball.",4531,men,3,13,€3M,14-12,TBD,TBD,TBD,"{""Switzerland Basketball Leagues Titles"": 3}",2026-05-12T23:13:00.473659+00:00
3533,BC Boncourt,Switzerland,Switzerland,Switzerland Basketball Leagues,Eastern,2009,BC Boncourt Arena,6687,TBD,Boncourt,https://upload.wikimedia.org/wikipedia/en/e/ee/BC_Boncourt.png,https://en.wikipedia.org/wiki/BC_Boncourt,"Basket-Club Boncourt is a professional basketball team from Boncourt, Switzerland. The team currently plays in the Swiss Basketball League (SBL). Home games of the team are played in Salle Sportive Boncourt which has a seating capacity of 1,500 people. The club has played in the lower-tier European competitions several times, the last time in 2006–07 in the FIBA EuroCup Challenge.",385,men,9,30,€17M,10-29,TBD,TBD,TBD,"{""Switzerland Basketball Leagues Titles"": 9}",2026-05-12T23:13:19.590933+00:00
3071,CS Agronomia București (women's basketball),Romania,Romania,Romania Basketball Leagues,Eastern,1993,CS Agronomia București (women's basketball) Arena,16396,TBD,basketball),,https://en.wikipedia.org/wiki/CS_Agronomia_București_(women's_basketball),No description available.,2356,men,6,39,€5M,11-17,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 6}",2026-05-13T20:33:56.808682+00:00
3073,CN Aurel Vlaicu București,Romania,Romania,Romania Basketball Leagues,Eastern,2011,CN Aurel Vlaicu București Arena,19245,TBD,București,https://upload.wikimedia.org/wikipedia/en/b/bf/CN_Aurel_Vlaicu_Bucure%C8%99ti_logo.png,https://en.wikipedia.org/wiki/CN_Aurel_Vlaicu_București,"CN Aurel Vlaicu București, commonly known as Aurel Vlaicu București or simply CNAV, is a Romanian basketball club based in Bucharest, currently participates in the Liga Națională, the top-tier league in Romania.",1154,men,4,9,€12M,15-20,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 4}",2026-05-13T20:34:07.063067+00:00
3074,BC SCM Timișoara,Romania,Romania,Romania Basketball Leagues,Western,1973,BC SCM Timișoara Arena,15563,TBD,Timișoara,https://upload.wikimedia.org/wikipedia/en/d/da/BC_Timi%C5%9Foara_logo.png,https://en.wikipedia.org/wiki/BC_SCM_Timișoara,"BC Timișoara is a professional basketball club, based in Timișoara, Romania. The club competes in the Liga Națională.",454,men,1,13,€17M,29-27,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 1}",2026-05-13T20:34:13.689807+00:00
3076,CS Politehnica Iași (men's basketball),Romania,Romania,Romania Basketball Leagues,Eastern,1980,CS Politehnica Iași (men's basketball) Arena,7219,TBD,basketball),,https://en.wikipedia.org/wiki/CS_Politehnica_Iași_(men's_basketball),No description available.,4738,men,2,20,€2M,26-12,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 2}",2026-05-13T20:34:17.010355+00:00
3077,CS Universitatea Cluj (basketball),Romania,Romania,Romania Basketball Leagues,Eastern,1967,CS Universitatea Cluj (basketball) Arena,7343,TBD,(basketball),,https://en.wikipedia.org/wiki/CS_Universitatea_Cluj_(basketball),No description available.,3418,men,5,17,€8M,20-12,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 5}",2026-05-13T20:34:19.591359+00:00
3054,CS Universitatea Cluj-Napoca (women's basketball),Romania,Romania,Romania Basketball Leagues,Western,1959,CS Universitatea Cluj-Napoca (women's basketball) Arena,14198,TBD,basketball),,https://en.wikipedia.org/wiki/CS_Universitatea_Cluj-Napoca_(women's_basketball),No description available.,3523,men,1,31,€9M,22-25,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 1}",2026-05-13T20:34:21.864691+00:00
3078,CS Vâlcea 1924 Râmnicu Vâlcea,Romania,Romania,Romania Basketball Leagues,Eastern,1989,CS Vâlcea 1924 Râmnicu Vâlcea Arena,15546,TBD,Vâlcea,,https://en.wikipedia.org/wiki/CS_Vâlcea_1924_Râmnicu_Vâlcea,No description available.,842,men,5,12,€5M,29-30,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 5}",2026-05-13T20:34:23.575355+00:00
3079,CSA Steaua București (basketball),Romania,Romania,Romania Basketball Leagues,Western,1970,CSA Steaua București (basketball) Arena,5670,TBD,(basketball),,https://en.wikipedia.org/wiki/CSA_Steaua_București_(basketball),No description available.,709,men,4,27,€16M,27-19,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 4}",2026-05-13T20:34:25.170349+00:00
3080,CSM BC Sighetu Marmației,Romania,Romania,Romania Basketball Leagues,Western,1984,CSM BC Sighetu Marmației Arena,19461,TBD,Marmației,,https://en.wikipedia.org/wiki/CSM_BC_Sighetu_Marmației,No description available.,4096,men,0,18,€4M,30-24,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 0}",2026-05-13T20:34:29.440194+00:00
3081,CSM Focșani (men's basketball),Romania,Romania,Romania Basketball Leagues,Eastern,1994,CSM Focșani (men's basketball) Arena,9864,TBD,basketball),https://upload.wikimedia.org/wikipedia/en/c/c6/CSM_Foc%C8%99ani_logo.png,https://en.wikipedia.org/wiki/CSM_Focșani_(men's_basketball),No description available.,4491,men,4,36,€6M,29-29,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 4}",2026-05-13T20:34:30.599747+00:00
3082,CSM Mediaș (basketball),Romania,Romania,Romania Basketball Leagues,Eastern,1973,CSM Mediaș (basketball) Arena,10046,TBD,(basketball),https://upload.wikimedia.org/wikipedia/en/6/61/CSM_Media%C8%99_%28basketball%29_logo.png,https://en.wikipedia.org/wiki/CSM_Mediaș_(basketball),No description available.,1756,men,0,25,€3M,24-30,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 0}",2026-05-13T20:34:32.898555+00:00
3111,CSKA Samara,Russia,Russia,Russia Basketball Leagues,Western,2012,CSKA Samara Arena,12832,TBD,Samara,,https://en.wikipedia.org/wiki/CSKA_Samara,No description available.,2425,men,3,29,€12M,26-24,TBD,TBD,TBD,"{""Russia Basketball Leagues Titles"": 3}",2026-05-12T22:50:54.113251+00:00
3972,Club Biguá de Villa Biarritz,Uruguay,Uruguay,Uruguay Basketball Leagues,Western,1973,Club Biguá de Villa Biarritz Arena,5513,TBD,Biarritz,https://upload.wikimedia.org/wikipedia/en/d/d2/Club_Bigua.png,https://en.wikipedia.org/wiki/Club_Biguá_de_Villa_Biarritz,"Club Biguá de Villa Biarritz, better known as simply Biguá, is a Uruguayan professional basketball team that is based in Montevideo. The team currently plays in the Uruguayan Basketball League. The men's basketball section is a part of a multi-sports club, which offers a wide variety of different sports. The multi-sports club was founded in 1931, after ""Biguá"" and ""Club Biarritz"" merged to form ""Club Biguá de Villa Biarritz"".",2295,men,1,34,€17M,24-27,TBD,TBD,TBD,"{""Uruguay Basketball Leagues Titles"": 1}",2026-05-12T23:45:28.473747+00:00
3527,Vevey Riviera Basket,Switzerland,Switzerland,Switzerland Basketball Leagues,Eastern,2011,Vevey Riviera Basket Arena,11080,TBD,Basket,,https://en.wikipedia.org/wiki/Vevey_Riviera_Basket,"Vevey Riviera Basket, also known as Riviera Lakers, is a Swiss basketball club based in Vevey. It plays in the first national tier.",1445,men,5,17,€2M,29-22,TBD,TBD,TBD,"{""Switzerland Basketball Leagues Titles"": 5}",2026-05-12T23:14:10.162839+00:00
3086,CSU Sibiu,Romania,Romania,Romania Basketball Leagues,Western,1984,CSU Sibiu Arena,9066,TBD,Sibiu,https://upload.wikimedia.org/wikipedia/en/c/c1/CSU_Sibiu_logo.png,https://en.wikipedia.org/wiki/CSU_Sibiu,"BC CSU Sibiu is a Romanian professional basketball club, based in Sibiu, Romania. The club competes in the Liga Națională, winning the championship in 1995 and 1999. The home arena is Transilvania Hall, a 1850-seat arena in Sibiu.",3892,men,4,29,€13M,16-21,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 4}",2026-05-13T20:34:49.752868+00:00
3087,CS Cuza Sport Brăila,Romania,Romania,Romania Basketball Leagues,Eastern,2007,CS Cuza Sport Brăila Arena,18403,TBD,Brăila,https://upload.wikimedia.org/wikipedia/en/a/a8/CS_Cuza_Sport_Br%C4%83ila_logo.png,https://en.wikipedia.org/wiki/CS_Cuza_Sport_Brăila,No description available.,2816,men,10,5,€6M,23-12,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 10}",2026-05-13T20:34:52.302093+00:00
3088,CS Dinamo București (basketball),Romania,Romania,Romania Basketball Leagues,Western,1996,CS Dinamo București (basketball) Arena,17147,TBD,(basketball),https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/LOGO_DINAMO_%C8%98TIIN%C8%9AA.png/330px-LOGO_DINAMO_%C8%98TIIN%C8%9AA.png,https://en.wikipedia.org/wiki/CS_Dinamo_București_(basketball),No description available.,384,men,2,38,€6M,15-24,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 2}",2026-05-13T20:34:53.739459+00:00
3089,CSM Miercurea Ciuc,Romania,Romania,Romania Basketball Leagues,Eastern,2003,CSM Miercurea Ciuc Arena,13354,TBD,Ciuc,,https://en.wikipedia.org/wiki/CSM_Miercurea_Ciuc,No description available.,411,men,9,34,€4M,25-26,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 9}",2026-05-13T20:34:58.866722+00:00
3090,CS Phoenix Galați (men's basketball),Romania,Romania,Romania Basketball Leagues,Eastern,1954,CS Phoenix Galați (men's basketball) Arena,14819,TBD,basketball),https://upload.wikimedia.org/wikipedia/en/5/55/Phoenix_Gala%C8%9Bi_logo.png,https://en.wikipedia.org/wiki/CS_Phoenix_Galați_(men's_basketball),"CSM Galați is a professional basketball team from Galați, Romania, formerly known as Phoenix Galați. The team plays in the Liga Națională, following their championship in the Liga I in 2015. The team finished on 7th place in the first year and reached the first round of the play-offs and in the season 2016-2017 they finished on 9th place with 8 wins plus 16 losses.",4845,men,6,31,€17M,27-23,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 6}",2026-05-13T20:35:05.083765+00:00
3092,Romania men's national under-16 basketball team,Romania,Romania,Romania Basketball Leagues,Eastern,1953,Romania men's national under-16 basketball team Arena,19915,TBD,team,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Romania.svg/330px-Flag_of_Romania.svg.png,https://en.wikipedia.org/wiki/Romania_men's_national_under-16_basketball_team,"The Romania men's national under-16 basketball team is a national basketball team of Romania, administered by the Romanian Basketball Federation. It represents the country in international under-16 men's basketball competitions.",3705,men,10,20,€3M,11-25,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 10}",2026-05-13T20:35:15.499214+00:00
3093,Romania men's national under-19 basketball team,Romania,Romania,Romania Basketball Leagues,Eastern,1953,Romania men's national under-19 basketball team Arena,17578,TBD,team,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Romania.svg/330px-Flag_of_Romania.svg.png,https://en.wikipedia.org/wiki/Romania_men's_national_under-19_basketball_team,No description available.,2604,men,7,40,€15M,15-29,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 7}",2026-05-13T20:35:18.236879+00:00
3094,Romania women's national basketball team,Romania,Romania,Romania Basketball Leagues,Eastern,1951,Romania women's national basketball team Arena,12969,TBD,team,https://upload.wikimedia.org/wikipedia/en/b/be/Romania_basketball_team.png,https://en.wikipedia.org/wiki/Romania_women's_national_basketball_team,No description available.,4261,men,4,29,€2M,10-27,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 4}",2026-05-13T20:35:19.658434+00:00
3095,SCM U Craiova (basketball),Romania,Romania,Romania Basketball Leagues,Western,1974,SCM U Craiova (basketball) Arena,9995,TBD,(basketball),,https://en.wikipedia.org/wiki/SCM_U_Craiova_(basketball),No description available.,2306,men,2,10,€7M,19-26,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 2}",2026-05-13T20:35:21.333608+00:00
3097,Romania women's national under-16 basketball team,Romania,Romania,Romania Basketball Leagues,Eastern,1988,Romania women's national under-16 basketball team Arena,12579,TBD,team,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Romania.svg/330px-Flag_of_Romania.svg.png,https://en.wikipedia.org/wiki/Romania_women's_national_under-16_basketball_team,No description available.,2460,men,3,10,€9M,14-27,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 3}",2026-05-13T20:35:27.219737+00:00
3112,Dynamo Kursk,Russia,Russia,Russia Basketball Leagues,Western,1955,Dynamo Kursk Arena,7989,TBD,Kursk,,https://en.wikipedia.org/wiki/Dynamo_Kursk,No description available.,441,men,7,8,€19M,21-29,TBD,TBD,TBD,"{""Russia Basketball Leagues Titles"": 7}",2026-05-12T22:50:57.061945+00:00
3548,Switzerland men's national under-16 basketball team,Switzerland,Switzerland,Switzerland Basketball Leagues,Western,1981,Switzerland men's national under-16 basketball team Arena,5205,TBD,team,,https://en.wikipedia.org/wiki/Switzerland_men's_national_under-16_basketball_team,"The Switzerland men's national under-16 basketball team is a national basketball team of Switzerland, administered by the Swiss Basketball. It represents the country in international under-16 men's basketball competitions.",4053,men,2,16,€15M,20-18,TBD,TBD,TBD,"{""Switzerland Basketball Leagues Titles"": 2}",2026-05-12T23:14:00.571693+00:00
1454,AEK B.C. in international competitions,Greece,Greece,Greece Basketball Leagues,Western,1987,AEK B.C. in international competitions Arena,17878,TBD,competitions,,https://en.wikipedia.org/wiki/AEK_B.C._in_international_competitions,"AEK B.C. in international competitions is the history and statistics of basketball club AEK B.C. in FIBA Europe, Euroleague Basketball Company competitions and FIBA Intercontinental Cup.",3006,men,10,22,€18M,26-27,TBD,TBD,TBD,"{""Greece Basketball Leagues Titles"": 10}",2026-05-12T21:23:36.740959+00:00
4151,Akita Broadcasting System,Japan,Japan,Japan Basketball Leagues,Western,1964,Akita Broadcasting System Arena,5804,TBD,System,,https://en.wikipedia.org/wiki/Akita_Broadcasting_System,No description available.,3512,men,4,24,€14M,15-10,TBD,TBD,TBD,"{""Japan Basketball Leagues Titles"": 4}",2026-05-12T21:52:36.296230+00:00
3099,EuroBasket 2007 final,Russia,Russia,Russia Basketball Leagues,Eastern,1999,EuroBasket 2007 final Arena,13645,TBD,final,,https://en.wikipedia.org/wiki/EuroBasket_2007_final,"The EuroBasket 2007 Final was the championship game of the EuroBasket 2007 tournament. The game was played on 16 September 2007 at the Palacio de Deportes de la Comunidad de Madrid in Madrid, Spain.",3763,men,0,15,€10M,14-16,TBD,TBD,TBD,"{""Russia Basketball Leagues Titles"": 0}",2026-05-12T22:50:19.703645+00:00
3103,Russia men's national under-19 basketball team,Russia,Russia,Russia Basketball Leagues,Western,1970,Russia men's national under-19 basketball team Arena,12565,TBD,team,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/330px-Flag_of_Russia.svg.png,https://en.wikipedia.org/wiki/Russia_men's_national_under-19_basketball_team,"The Russia men's national under-18 and under-19 basketball team is a national basketball team of Russia, administered by the Russian Basketball Federation. It represented the country in international men's under-16 and under-17 basketball competitions.",2794,men,3,24,€13M,12-14,TBD,TBD,TBD,"{""Russia Basketball Leagues Titles"": 3}",2026-05-12T22:50:32.102066+00:00
3104,Russia men's national under-20 basketball team,Russia,Russia,Russia Basketball Leagues,Eastern,1951,Russia men's national under-20 basketball team Arena,18809,TBD,team,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/330px-Flag_of_Russia.svg.png,https://en.wikipedia.org/wiki/Russia_men's_national_under-20_basketball_team,"The Russia men's national under-20 basketball team is a national basketball team of Russia, administered by the Russian Basketball Federation. It represented the country in international men's under-20 basketball competitions.",630,men,8,5,€5M,16-15,TBD,TBD,TBD,"{""Russia Basketball Leagues Titles"": 8}",2026-05-12T22:50:34.255387+00:00
3575,Chinese Taipei men's national under-19 basketball team,Taiwan,Taiwan,Taiwan Basketball Leagues,Western,1975,Chinese Taipei men's national under-19 basketball team Arena,6206,TBD,team,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Flag_of_Chinese_Taipei_for_Olympic_Games.svg/330px-Flag_of_Chinese_Taipei_for_Olympic_Games.svg.png,https://en.wikipedia.org/wiki/Chinese_Taipei_men's_national_under-19_basketball_team,"The Chinese Taipei men's national under-18 and under-19 basketball team is a national basketball team of Chinese Taipei (Taiwan), administered by the Chinese Taipei Basketball Association. It represents the country in international under-18 and under-19 men's basketball competitions.",3070,men,7,29,€10M,28-17,TBD,TBD,TBD,"{""Taiwan Basketball Leagues Titles"": 7}",2026-05-12T23:15:21.682870+00:00
